,repl,TF
375,ㅋㅋㅋㅋㅋㅋㅋㅋ. 여갤에 내 시민권 딱 박혀있으니까 팩트로는 뺴도박도 못하고 ㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷ 데면서 인신공격밖에 못하는 대꺠문보솤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ. 주모!!~~~~~~~~~~~,1
376,원래 집이 작으면  커보이는 거란다~ㅋㅋ,0
377,돈이 모든걸 해결함,0
378,때놈,1
379, 그게 너가  세상살아가는데   제일 합리적인것 같다,0
380,오늘 월요일아니야? 나 지금 너무 혼란스러워....,0
381,맞는말했구만 근데 용접은 뭐 쉬운줄아나? 7등급이하 머가리가 용접하면 파이프터져 철아작나고 ㅋㅋㅋ글고 말은똑바로 하자 7등급 이하 머가리가 먼수로 호주가서 영어하냐? 바디토킹으로??,1
382,나 올해 정시 수능원서 썼는데 훈수두노,0
383,흔들어라 흔들어라 이기,0
384,"띤도, 최서현 house party 추천 개띵곡",0
385,일베놈들 헬게이트 열었네? ㅋㅋㅋㅋㅋㅋㅋ,1
386,씹생알,1
387,나라가 적극적으로 관리해도 국민이 돈이 있어야 수요가 있지 소득수준은 10년전이랑 크게달라진것도 없잖아,0
388,소오름. 내글보다 망상 오지네,0
389,일게이들은 공감 못하겠지만 이게 사실이라고함. 일베금수저도 그런말하더라 misery is doubled 래 그걸 잊을라고 마약하는거지,1
390,아니 개최국이 탈락한 거야? 조별???실화냐? ,0
391,니땜에 더 깜 ㅅㄱ,0
392,boji,1
393,그새끼,1
394,40 50대도 찐따엿던거 티나냐 ?,1
395, 이 새끼가 이 글에 나온 틀딱마인드네 딱 ㅋ,1
396,선생님이 틀린말 하신거 아니었네 ,0
397,정몽준은 통계에서 빼고함,0
398,님 말대로면 전국민 다들 부자되겠네   ㅉ ㅉ,1
399,귀천있지 ㅎㅎ도태되고 게으르고 맨날처놀면 허드렛일하는거고머리좋고 공부잘하면 나랏일하는거고적당히 자격증따면 중간가는거고,0
400,이해가 안되는게 사회주의가 이론 상으로는 아름답다는 대가리 총 맞은 좌빨새끼들이 할 만한 병신 소리는 왜 자꾸 재생산되는거냐 그것도 우파축에 든다는 일베에서? 확실히 우파가 제대로 망하긴 했구나일한 사람 사유재산 뺏어서 모두와 공평하게 나눈다는 발상 자체가 실현에 실패할 수 밖에 없는 덜 떨어진 이론이고 설사 실현가능하다고 해도 가난하니 가진사람 사유재산권 침해한다는 것 자체가 윤리적으로 옳지 못한다는 것은 자각도 못하는 인간조무사들이 존나 많긴하나보구나당장 자기집 도둑질 당하면 방방 뛰며 악쓰고 울 것들이 자기보다 잘 사는 타인의 사유재산권 침해는 당당하게 외친다. 모럴 자체가 붕괴한 한국인이니 윤리적으로 옳지 못하다고 해도 감흥도 안되겠지 그치? 뭐 이번 통계보니 10명 중 4명은 세금 기여조차 못하는 인간조무사들이라는 것이 공식 증명 됐으니 당연한가 싶다. 현실에서 실패하고 이론도 병신같은게 사회주의다. 투표로 도적질을 정당화 할 수도 없고 이론이 아름다운게 아니라 멍청한 개소리라서 실패한거다.사회주의 이론상으론 아름답다는 개소리는 다른 덧글서도 아무도 안하길래 이것만 적고 이국종 교수의 행동이 사회주의라고 주장하는 멍청한 원글 주장은 다른 덧글서 이미 많이 말하고 굳이 반박할 가치도 못 느끼겠으니 여까지만 적는다.,1
401,근데 인서울 4년제 기계과 같은 과도 용접하지않냐?,0
402,예전에 어머니 건물 1층에서 백반집하던 전라도 아지매 생각난다ㅎ건물 주차장에 냉장고랑 식자재들 다 꺼내서 쓰고 어렵다고 해서 어머니가 사정 계속 봐줬는데 월세 2년치 밀리고 나갈때 원상복구도 안하고 쓰래기 가게 안에 다버리고 지랄남보증금에서 월세 1년치 까고 준다니까 소송건다고 개소리 지르면서 씹지랄함그래서 좆까고 밀린월세 다까고 원래 안받으려고 했던 원복비용도 다까버림.,1
403,씨이빨,1
404,아ㅋㅌㅋㅋ,0
405,솔직히 집에서 고기 구우면 좆같은건 사실임 집이 존나 넓르면 모르겠는데.. 암튼 뒷정리하기 개좆같음,1
406,이거 니잖아. 이따위로 니 유튜브 홍보하고싶냐? 어떤 놈이 저 댓글 하나보고 이렇게 일일이 캡쳐해서 올리겠냐? 광고하려는게 아닌이상.,1
407,거의 100알 정도 되더라,0
408,ㅋㅋㅋㅋㅋ 인생수준ㅋㅋ,1
409,미국에서 수입해야하는데 현대노조가 반대해서 fta 때문에 세금도 추가로 안붙음,0
410,육고기는 맛있워....,0
411,벌레공무원 월급노예들보단 나라에도움됨ㅋㅋㅋㅋㅋㅋ,1
412,ㅋㅋ 장난이얌 ㅋ ㅇㅂ,0
413,안하는 애들도 결국 학업에 흥미를 못 느꼈다는거니까,0
414,자유다한국당,0
415,싶알,1
416,네다음 잠홋,0
417,사진에 가게 상호 넣었잖아,0
418,찐따는 ㅇㅂ ,1
419,돈을벌자..,0
420,지 딸한테 혀넣는 놈도 있다는데 이것쯤이야,1
421,돈 뿌리는거,0
422,알아서 자정능력이잇었는데,0
423,병신짓엔 한마디할수도 잇지,1
424,지랄병하고 앉아 있넹...,1
425,힘들겠지만 깔끔하게 연락 끊어라여자가 관심있으면 한달안에  연락온다한달 넘어갔을때 연락 없으면 끝 그때도 니가 지금처럼 죽고싶으면 그때 죽어라,0
426,원래 컴퓨터 바이러스도 백신이 다 못잡아 내는데 ,0
427,저년,1
428,병자,1
429, 눈물이 계속 나와서 그렇지,0
430,이쁘시다 ㅎㅎㅎ ,0
431,UFC도 약물시대 주도산이나 케인 벨라케즈때 엄청났잖아,0
432,내 분신을 만들고 싶은 욕구가 잇음,0
433,sibal,1
434,때리다 지치면 힘나는거먹고 또 때리고싶노 ,1
435,10팔년,1
436,왜달라구했냐?  이씨바라,1
437,십새캬,1
438,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,0
439,저거 조작이잖냐드루킹 좆선족 짱깨들이 조작하는거임 추천수,1
440,동성애 똥꼬충들한테 동성애는 되는데 근친은 왜 안되냐 하면 온갖 현학적인 용어 들어가며 그것과 그건 다르다고 장황하게 설명함근데 몇년이 지나고 아무리 생각해봐도 뭐가다른지 모르겠음,1
441, 중대 입결표 뒤져봐~ 이러고,0
442,제네시스 이차 옆태를...,0
443,씾팔,1
444,근데 그말도 일리는 있어외노자들 일하는 곳이 주로 중소 제조업 공장인데금형 프레스를 예로 들면 숙식비 떼면 남는 돈 100따리야 최저시급도 월급 환산하면 지금 180정도 해일은 하루 12시간씩 힘들지 위험하지 (손가락 없는 사람 많다)비전은 있나? 최소 공장장은 해야 먹고 살만한데 고작 몇년 일해선 못해그렇게 벌어서 언제 공장 차리냐? 사실상 노예 계약이지당장 공무원이랑 비교해도 돈도 더 벌지 대우도 좋지 안정적인데굳이 사서 고생할 필요가 없으니까 기피하는거야내말 틀린가 유튜브 검색해서 댓글 한번 봐라 다 하지 말라고 하지ㅋㅋ 안하는데는 다 이유가 있는거다외노자야 몇년 일하고 자국 돌아가면 그돈으로 평생 놀고 먹고 살지만한국인은 수지 타산이 안 맞아 ,0
445, 차값외적인부분에서도 3시리즈탈빠엔 안타는게 맞다,0
446,또 튈려고? ㅋㅋㅋ 5번 빤스런 기록 ㅋㅋ,1
447,시@발   저 효자통닭 조림닭 생각하면 좆같네   걍 안동찜닭 국물없어질떄까찌 조린건데조오오온나 짜고 간도 안베고 맛대가리 존나없어서 생활의달인 어케나온거지  이생각하다가지인중에 안동사람있길래  거기 갔다왓다니까  거기 어딘지도모르고 안동사람들은 안간다더라 ㅋㅋㅋㅋㅋ,1
448,개쉑히,1
449,밑구녕빨기,1
450,금수저야 동수저야?,0
451,난교,1
452,난 거울 안보고 하는데 나중에 다 밀고 한 번 보는거지내 설명이 모자르면 유투브에 셀프컷 쳐봐라. 그럼 걔들이 자세히 알려줄거임,0
453,골프는 안좋아했나보네 ㅋ,0
454,애미뒤졌놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
455,닭,0
456,아 알겠다 그럼 조선소나 숙노로 ㄱㄱ,0
457,"서강대 나쁜학교라고는 생각 안하는데, 브레인이라고 띄워줄때 좀 그렇더라... 그런데 농어촌..? 오우...ㅋㅋㅋ",0
458,즐라도 사기꾼 출신이라던데,0
459,쉬밸,1
460,"진주 하동 사천, 고성, 함안, 밀양은 중간색)",0
461,금수보다 못한 쓰레기들 이겠지요,1
462,이새끼 위장홍어다 ㅁㅈㅎ줘라,1
463,바디는 노예계약 당함? 주급이 왜 그렇게나 짜? ㄷㄷ,0
464,븽쉬,1
465,ㅉㅉ  일베충이란 다른게 학력밖에 없노 wwwwwwwwww,1
466,2. 즉설연설? 시킨거고 북 찬양하는 얘기만하니 선전용으로 데려다니며 써먹었다,0
467,저 새끼 파보면,1
468,남의 걸 왜 지좆대로 씨발 어이가 없네저렇게 강제로 무식하게 하면 약만 쳐올리는거고.아픈건 본인이 극복해야지 주변에서 염병떤다고 나아지는게 아닌데,1
469,슨상님ㅠㅠㅠ,0
470,카섹,1
471,정의인 척 하는거지 전라도인들 속으론 쾌재를 부를 듯,0
472,"정신 피폐해지고, 돈도 나눠 줘야 하고, 애까지 낳으면 어쩔",0
473,성체험,1
474,미친영상 ㄷㄷ,0
475,날갤 일주일 정지먹어서 대피소로 호다카 갤러리 씀,0
476,박사야!,0
477,야수는 ㅇㅈ이지,0
478,업체이름 이니셜좀,0
479,사진땜시 기분 잣같아져서 ㅁㅈㅎ,1
480,이것만 가지고는 쓸 곳이 거의 없지. 삼각함수를 공부하기 위한 선행조건이라고 생각하면 편함.,0
481,솔직히 용접공 인식 안좋아진거 쟤 영향이 큰 듯,0
482,양이 200그람대..난 걍 편의점 도시락이 양 많아서 좋더라..,0
483,꼴값떠네,1
484,앞머리 좀 자르던가 ㅅㅂ ,1
485,바랄걸 바래라. 발음이라도 제대로 했으면.,0
486,그냥 너희들끼리라도 해...,0
487,저 아나운서가 형광등백개드립러 아녓던가요?,0
488,이분 일상에서 하고싶은말 전부 입밖에 내신답니다 ^오^,0
489,사회혼란 조장하려고 무리수 던지는거임,0
490,.... 자기한테 수학배우는 애들도 용접이 시급할것 같은데,0
491,비정상이지. 저거 무조건 파혼해야한다.,0
492,백인 흑인 황인은 외모로 구분짓지 그럼 뭘로 구분짓냐?,0
493,아 몰랑,0
494,"쟤 말도 틀림. 쟤 말대로 하자면 천한직업 가진 사람도 대접을 받아야 한다는 당위 명제에는 동의하지만 사람의 가치에 귀천이 없다는 명제엔 동의 할 수 없다. 사람에겐 분명히 귀천이 있다. 허구헌날 게임이나하고 술만 처먹으며 인생낭비하는 망나니와 일평생 국가만을 위해 살아온 사람과 가치가 동등할까? 직업에도, 사람에도 귀천이 있다.",0
495,법이 ㅡㅡ 와일노,0
496,번쌕,1
497,네 다음 분탕,0
498,근데 한편 찍어서 여러편으로 편집해서 내는 경우도 많지 않음?,0
499,발랐으면 인성질은 기본이지..    과거 비등했던 적이 무너져서  앙탈 못부리고 마음대로 할수 있게 되었는데 ㅎㅎㅎㅎ,1
500,자율주행하나로 밥벌어먹는 테슬라가 맨끝 ㅋㅋㅋ 신뢰성이 좀,0
501,씨블,1
502,시부랄,1
503,그래서? 잘생겼으니 인기끈거고 정치병 유투버도 아니고 지 능력으로 뜬건데 질투라도 해주길 바라냐?ㅋㅋㅋ,1
504,ㅆㅍ,1
505,다 아는 게임들이구만,0
506,물뿌리는장면 백마표정보니까 흐뭇한표정이네,1
507,이국종도 지난번에 욕처먹을짓 했잖아이재명 탄원서 제출한거 ㅋㅋㅋ난 그거 보고 아 저분도 그짝이겠다싶었다,1
508,쎄꺄,1
509,추천드려요. ㅎㅎ,0
510,윤석렬 장모 비리  덮으려고 미리 준비해서 터트렸나?,0
511, 중국 유교,0
512,코로나19 집단발병지 인근엔 미군부대가 있지. 우한에서는 작년 가을 세계군인체육대회를 했어.,1
513,나도 아버지 원주세브란스 입원했을때근처 모텔에 며칠 투숙햇는데소리 들리더라... 햐..꼴리면서 뭔가 자괴감들고... 암튼 슬펏음 ㅅㅂ..,1
514,주디,1
515,싸가지,1
516,최고다! ,0
517,주예지 걸레아니다 말함부로하지말아라...,0
518,진짜 사람새끼들 아니네 ㅡㅡ,1
519,자식은 무슨 죄냐,0
520,제발 ㅇㅂ틀딱보다 니 애비애미한데 신경 쓰라밖에 나오면 니 앱앰이 젤 무식하다,1
521,사람들 왤캐 침착하노 ㅋㅋㅋㅋㅋㅋㅋ ,0
522,그러니까 짱깨배달이나 하지ㅉㅉ,1
523,안착해졌노,0
524,쁑신,1
525,10창,1
526,진지하게 현역 서성한 밑이면 걍 포기해 허송세월가능성 높음 나이먹으면 대가리굳어서 더힘들다,1
527,쓉쒱키는 ,1
528,일본 혐한들은 공석에서도 말 안가리는거 같은데,1
529,저런거 온게임넷 에서 스타명승부 틀어주듯,0
530,좆메카지.개극혐ㅋㅋㅋ,1
531,아갈빡,1
532,강간범을 강간하는 강간범이라니... 다크나이트인가...,1
533,"그럼 일반영상,사진 파일명만 fc2 이딴거로 바꿔놓으면 걍 정지당함?",0
534,갑자기 씹창렬됨 개새끼들,1
535,학생들만 상대하면 시야가 ,0
536,저 사람 완치 됐고 문제는 티그가 아닌 씨오투 용접사였는데 마스크 따위 일절 안 쓰고 하다가 저 지경 된거 ㅋㅋㅋ 요즘 마스크 조올라 좋지 짱깨발 문세먼지도 확실히 ㅁㅈㅎ시켜주고,1
537,자위기구,1
538,개졎,1
539,븅쉰,1
540,무슨냄새남?,0
541, 시발 난 이거 안쓰고 떡상할때까지 가지고 있을꺼다 .,1
542,강사의 시범,0
543,"아, 할말이 없는지 이젠 정신질환 이야기까지.구차하네.  뭔 반론이라도 해야지 걍 상대말 보기가 싫어서 눈을 막나보구만.",0
544,겟앰에서너봣음,0
545,의료수준은 예전부터 높았는데 제대로된 정부가 있으니 수준높은 의료시스템이 원활하게 작동되는겁니다.,0
546,닝기미,1
547,정당방어가 범죄자를 다치지 못하게 규정한게 얼마나 한신한 법인지..애초에 범죄가 없으면 정당방어 할 닐도 없는데..관련법 개정이 필요하죠. 과도하게 정당방어하면 뭐가 문제라구,0
548,두달뒤에 쥼.ㅎㅎㅎ,0
549,미국년인지 일본년인지 알수없다,1
550,미틘,1
551, 투르크계민족은 황인임,0
552,씹샛길,1
553,근데 수사권이 넘어가면  어떤 이유때문에 국민만 힘들어지노 ??? 이야기좀 ~~,0
554, 길고양이나 길어야 5년이지,0
555,존나 징징대서 싫음,1
556,매너제로 어케 알았지? 당신은 천재?,0
557,이기 뭐라꼬 빵터지노,0
558,진짜 이세상에서 중딩이 제일 맛있음.  갓생리 개통할 시기지   중1이 제일 맛남,1
559,껃져,1
560,베트남겨울에도 따셔서 파리모기 벼룩파리 초파리 날라다니냐 ?,0
561,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
562,"우리뽑아준 다음날인 16일, 선물처럼 짠~ 하고 주는거네 ㅋㅋㅋ",0
563,사람이나 동물이나 증상나타나면 늦어요.,0
564,@반일반북 //,0
565,화냥,1
566,한달에 한두번 집에 갈 수 있는 그런 미개한 근로 조건이라면 누가 하겠음?,0
567,네다음 동부산 틀딱,1
568, 다 현장직들인데..,0
569,그렇게 따지면 중국도 GDP가 세계 탑클래스여...지금은 모르겠지만 10년전쯤은 세계 2위였다,0
570,이스키,1
571,"남자보다 18%만큼 덜 주면 된다. 여러가지 다른 요인도 많지만, 남자근로시간이 여자근로시간보다 더 많거든.",0
572,아 나베상 아리가또 ㅌㅋㅋ,0
573,남측정부는 그렇다치는데 한국사람들이 미국 제국주의라고 하는사람 있긴하냐?븅신좆베새끼들 북조선사이버전사들한테 놀아나는것좀 봐.ㅋㅋㅋㅋㅋㅋ,1
574,진짜 ㅋㅋㅋㅋ 댓글 꼬라지 보면 정말 '한'많은 한민족이 따로 없음 ㅋㅋㅋㅋㅋㅋ,1
575,"지디게이 : 내가 크루수장인데, 연봉 1억이 넘는데, 30대 후반 밥 잘사주는 오빤데~~ (부들부들)",0
576,유승민 배지다는 게 개혁이고 통합임?,0
577,중세 잽랜드 원숭이새끼들.발가벗고 돌아다니던 것들을.우리 선조 백제인들 가야인 선조들이.기저귀부터 채워줘! 밥멕여줘 옷만들어줘 농사가르쳐줘.일본왕되서 통치해줘.이제는 발달된 선진 인권 민주주의도 참교육으로.전파해줄 타이밍인가?.하여간 귀찮은 원숭이들 ㅋㅋㅋㅋ,1
578,엽문시발 걍 짱깨 쿵푸권사 몆이긴거임,1
579,구경만해야지,0
580,10만원이면 ㅆㅅㅌㅊ 돈까스 쳐먹고 말지 ,0
581,암페타민드립 존나 오랜만이네,1
582,설날이여?,0
583,이논리 저논리로 봐도 홍씨 말이 다 맞았네 ㅅㅂ ,1
584,씹뻘,1
585,졸커 ㅋㅋ,0
586,본사 자체가 성의가 없네 ㅉㅉㅉ,1
587,자식 잃은 부모의 슬픔의 깊이를 어찌 헤아릴 수 있겠습니까? 다만 하느님이 사랑해서 일찍 데리고 갔다는 종교적 신념에서 나오는 발상과 발언 자체를 납득 해야 하는 건가요? 저는 납득할 수도 없고 이해할 수도 없네요. 국민학교 시절 그 어린 나이에 들었을 때도 충격이었습니다. 본문의 내용과 비교가 보는 이에 따라 다를 수도 틀릴 수 있겠지만 그런 신념을 저는 꼬집고 싶은 겁니다.,0
